path	tier	bytes	tokens	lines	h2_count
scripts/append-token-record.md	tier-2-script-doc	774	193	23	4
scripts/append-tool-failure.md	tier-2-script-doc	3199	753	88	6
scripts/audit-edit-write.md	tier-2-script-doc	963	241	5	0
scripts/block-submodule-edit.md	tier-2-script-doc	333	75	3	0
scripts/cache-key-runtime-audit.md	tier-2-script-doc	3063	625	30	0
scripts/capture-session-transcript.md	tier-2-script-doc	3599	845	49	5
scripts/check-bump-version.md	tier-2-script-doc	1902	472	3	0
scripts/check-changelog-present.md	tier-2-script-doc	1463	334	9	0
scripts/check-clean-tree.md	tier-2-script-doc	2082	505	62	7
scripts/check-generators.md	tier-2-script-doc	2891	658	35	6
scripts/check-mid-run-dirty-tree.md	tier-2-script-doc	3846	913	28	0
scripts/check-phantom-dirty.md	tier-2-script-doc	2443	596	65	5
scripts/check-remote-branch.md	tier-2-script-doc	2501	605	30	5
scripts/check-reviewers.md	tier-2-script-doc	677	162	23	3
scripts/check-step-token-budget.md	tier-2-script-doc	2091	499	52	8
scripts/check-topology-rule-paths.md	tier-2-script-doc	2783	627	36	6
scripts/ci-decide.md	tier-2-script-doc	680	169	3	0
scripts/ci-rerun-failed.md	tier-2-script-doc	1004	261	7	0
scripts/ci-status.md	tier-2-script-doc	835	212	7	0
scripts/ci-wait.md	tier-2-script-doc	8010	1914	80	8
scripts/classify-diff-mode.md	tier-2-script-doc	1934	441	30	0
scripts/cleanup-tmpdir.md	tier-2-script-doc	1684	398	7	0
scripts/collect-agent-results.md	tier-2-script-doc	8114	1837	23	1
scripts/compose-architecture-sketch.md	tier-2-script-doc	1440	345	44	1
scripts/compose-collector-failure-log.md	tier-2-script-doc	2217	547	55	9
scripts/compose-plan-goals-test.md	tier-2-script-doc	1376	329	33	0
scripts/compose-pr-summary.md	tier-2-script-doc	1197	297	31	0
scripts/compose-review-findings.md	tier-2-script-doc	1059	252	36	0
scripts/compose-tally-record.md	tier-2-script-doc	1297	332	34	0
scripts/create-branch.md	tier-2-script-doc	1139	283	8	0
scripts/create-pr.md	tier-2-script-doc	7167	1711	90	11
scripts/cursor-auth-flags.md	tier-2-script-doc	2012	472	36	4
scripts/cursor-wrap-prompt.md	tier-2-script-doc	3432	792	42	5
scripts/deny-edit-write.md	tier-2-script-doc	3492	866	3	0
scripts/dialectic-smoke-test.md	tier-2-script-doc	598	143	3	0
scripts/dispatch-code-voters.md	tier-2-script-doc	3884	996	46	4
scripts/dispatch-plan-voters.md	tier-2-script-doc	1617	404	31	3
scripts/dispatch-with-waterfall.md	tier-2-script-doc	1135	295	29	0
scripts/drop-bump-commit.md	tier-2-script-doc	3486	868	43	6
scripts/eval-research.md	tier-2-script-doc	11739	2909	143	9
scripts/external-tool-registry.md	tier-2-script-doc	3868	932	63	11
scripts/extract-closes-issue-from-pr.md	tier-2-script-doc	1909	507	41	5
scripts/false-positive-keywords.md	tier-2-script-doc	2330	548	41	5
scripts/file-line-regex-lib.md	tier-2-script-doc	2891	747	57	4
scripts/gather-branch-context.md	tier-2-script-doc	1397	318	3	0
scripts/generate-code-reviewer-agent.md	tier-2-script-doc	1426	332	5	0
scripts/generate-codex-implementer.md	tier-2-script-doc	1005	235	5	0
scripts/generate-cursor-implementer.md	tier-2-script-doc	804	185	5	0
scripts/generate-pre-rendered-reviewer-prompts.md	tier-2-script-doc	1349	318	31	3
scripts/generate-reviewer-code-robustness-agent.md	tier-2-script-doc	759	177	5	0
scripts/generate-reviewer-plan-fidelity-agent.md	tier-2-script-doc	751	170	5	0
scripts/generate-reviewer-security-structure-tests-agent.md	tier-2-script-doc	801	175	5	0
scripts/generate-topology-docs.md	tier-2-script-doc	3599	845	35	5
scripts/generators.md	tier-2-script-doc	2345	515	23	3
scripts/get-issue-context.md	tier-2-script-doc	687	163	10	0
scripts/get-issue-info.md	tier-2-script-doc	1064	267	18	0
scripts/get-issue-state.md	tier-2-script-doc	2502	614	40	5
scripts/gh-pr-body-update.md	tier-2-script-doc	695	180	13	0
scripts/gh-pr-checks.md	tier-2-script-doc	385	100	3	0
scripts/gh-run-logs.md	tier-2-script-doc	754	197	9	0
scripts/git-amend-add.md	tier-2-script-doc	744	184	3	0
scripts/git-branch-info.md	tier-2-script-doc	485	114	3	0
scripts/git-checkout-ours.md	tier-2-script-doc	754	176	3	0
scripts/git-commit.md	tier-2-script-doc	840	201	3	0
scripts/git-conflict-files.md	tier-2-script-doc	541	124	3	0
scripts/git-current-branch.md	tier-2-script-doc	543	132	3	0
scripts/git-force-push.md	tier-2-script-doc	3710	947	62	8
scripts/git-push.md	tier-2-script-doc	493	123	3	0
scripts/git-rebase-abort.md	tier-2-script-doc	548	139	3	0
scripts/git-rebase-skip.md	tier-2-script-doc	453	114	3	0
scripts/git-show-stage.md	tier-2-script-doc	670	166	3	0
scripts/git-stage.md	tier-2-script-doc	362	86	3	0
scripts/git-sync-local-main.md	tier-2-script-doc	687	171	3	0
scripts/github-remote-repo.md	tier-2-script-doc	895	214	12	1
scripts/harness-timer.md	tier-2-script-doc	2135	519	62	7
scripts/hook-block-skill-relevant-checks.md	tier-2-script-doc	1700	391	15	0
scripts/implement-finalize.md	tier-2-script-doc	23253	5684	137	9
scripts/implement-fork-env.md	tier-2-script-doc	3418	841	42	5
scripts/larch-log-batches.md	tier-2-script-doc	3849	986	76	2
scripts/larch-log-flush.md	tier-2-script-doc	1838	468	38	3
scripts/larch-log.md	tier-2-script-doc	5097	1260	93	1
scripts/launch-claude-review.md	tier-2-script-doc	1324	302	15	0
scripts/launch-claude-subprocess.md	tier-2-script-doc	2779	656	23	0
scripts/launch-codex-ci.md	tier-2-script-doc	1783	419	26	4
scripts/launch-codex-implement.md	tier-2-script-doc	9479	2278	54	0
scripts/launch-cursor-ci.md	tier-2-script-doc	2481	567	26	4
scripts/launch-cursor-implement.md	tier-2-script-doc	10231	2408	61	0
scripts/launch-review.md	tier-2-script-doc	6037	1441	100	4
scripts/lib-codex-launcher-common.md	tier-2-script-doc	1047	227	9	0
scripts/lib-count-commits.md	tier-2-script-doc	983	217	3	0
scripts/lib-cursor-auth.md	tier-2-script-doc	5000	1157	50	6
scripts/lib-cursor-launcher-common.md	tier-2-script-doc	1777	406	5	0
scripts/lib-dirty-tree-sidecar.md	tier-2-script-doc	763	194	7	0
scripts/lib-execution-issues.md	tier-2-script-doc	742	170	24	0
scripts/lib-external-launcher-common.md	tier-2-script-doc	2109	499	12	0
scripts/lib-finalize-state-keys.md	tier-2-script-doc	245	53	3	0
scripts/lib-larch-log.md	tier-2-script-doc	1336	331	24	0
scripts/lib-net.md	tier-2-script-doc	986	226	11	0
scripts/lib-quiet.md	tier-2-script-doc	2932	721	64	6
scripts/lib-redact.md	tier-2-script-doc	886	199	18	0
scripts/lib-resolve-active-larch-session.md	tier-2-script-doc	2419	569	27	0
scripts/lib-timing-kinds.md	tier-2-script-doc	612	143	5	0
scripts/lib-timing-paths.md	tier-2-script-doc	2518	610	39	5
scripts/lib-title-markers.md	tier-2-script-doc	366	81	3	0
scripts/lib-validate-meta-path.md	tier-2-script-doc	47	10	1	0
scripts/lib-vote-tally.md	tier-2-script-doc	3557	952	51	7
scripts/lint-fix-loop.md	tier-2-script-doc	3592	928	74	0
scripts/lint-literal-counts.md	tier-2-script-doc	3246	764	3	0
scripts/lint-mermaid-fences.md	tier-2-script-doc	3037	724	53	7
scripts/lint-no-raw-stderr-after-quiet-init.md	tier-2-script-doc	897	234	18	0
scripts/lint-skill-invocations.md	tier-2-script-doc	3677	876	3	0
scripts/local-cleanup.md	tier-2-script-doc	1333	301	7	0
scripts/measure-md-cost.md	tier-2-script-doc	731	180	16	0
scripts/measure-ngram-duplication.md	tier-2-script-doc	700	182	15	0
scripts/measure-realized-cost.md	tier-2-script-doc	832	203	16	0
scripts/measure-references-heatmap.md	tier-2-script-doc	746	175	14	0
scripts/merge-pr.md	tier-2-script-doc	7646	1826	72	8
scripts/pre-commit-shellcheck.md	tier-2-script-doc	2462	622	34	5
scripts/preflight.md	tier-2-script-doc	3684	868	80	9
scripts/promote-release.md	tier-2-script-doc	1769	432	41	6
scripts/read-claude-model.md	tier-2-script-doc	1916	427	48	7
scripts/read-plugin-version.md	tier-2-script-doc	1486	343	41	6
scripts/read-session-env-key.md	tier-2-script-doc	2206	512	19	4
scripts/rebase-push.md	tier-2-script-doc	3285	850	19	0
scripts/redact-secrets.md	tier-2-script-doc	691	154	5	0
scripts/redact-tmpdir-paths.md	tier-2-script-doc	3419	818	28	4
scripts/refresh-run-logs.md	tier-2-script-doc	3363	920	70	6
scripts/render-lane-status-lib.md	tier-2-script-doc	3265	746	54	7
scripts/render-lane-status.md	tier-2-script-doc	5924	1454	112	12
scripts/render-reviewer-prompt.md	tier-2-script-doc	8233	1806	72	8
scripts/render-specialist-prompt.md	tier-2-script-doc	6440	1454	48	0
scripts/repro-claude-p-edit-permissions.md	tier-2-script-doc	9524	2261	139	13
scripts/resolve-repo.md	tier-2-script-doc	1164	287	30	5
scripts/restore-finalize-state.md	tier-2-script-doc	3044	724	66	7
scripts/round-trip-detect.md	tier-2-script-doc	2282	536	17	2
scripts/run-external-agent.md	tier-2-script-doc	6903	1583	70	10
scripts/run-negotiation-round.md	tier-2-script-doc	2855	677	25	3
scripts/run-relevant-checks-captured.md	tier-2-script-doc	4757	1193	25	0
scripts/run-step1-plan-log.md	tier-2-script-doc	1675	416	39	0
scripts/run-step5-review.md	tier-2-script-doc	1395	352	37	0
scripts/sanitize-mermaid-fragment.md	tier-2-script-doc	2978	719	75	6
scripts/scrub-submodule-paths.md	tier-2-script-doc	958	220	22	0
scripts/session-entry-gate.md	tier-2-script-doc	3925	959	83	8
scripts/session-setup.md	tier-2-script-doc	3232	754	45	3
scripts/sessionstart-health.md	tier-2-script-doc	1711	388	17	0
scripts/ship-pr.md	tier-2-script-doc	12153	2959	101	9
scripts/sleep-seconds.md	tier-2-script-doc	589	144	3	0
scripts/snapshot-untracked.md	tier-2-script-doc	1442	352	20	0
scripts/test-agent-model-args.md	tier-2-script-doc	982	230	13	0
scripts/test-alias-structure.md	tier-2-script-doc	2782	726	42	5
scripts/test-alias-target-resolution.md	tier-2-script-doc	2886	768	45	6
scripts/test-anti-halt-banners.md	tier-2-script-doc	842	195	3	0
scripts/test-anti-improvised-wakeup.md	tier-2-script-doc	1082	262	7	0
scripts/test-append-tool-failure.md	tier-2-script-doc	546	119	16	0
scripts/test-apply-bump.md	tier-2-script-doc	2428	580	43	4
scripts/test-audit-edit-write.md	tier-2-script-doc	470	111	3	0
scripts/test-block-submodule-edit.md	tier-2-script-doc	352	79	3	0
scripts/test-cache-key-discipline.md	tier-2-script-doc	1440	303	24	0
scripts/test-cache-key-runtime-audit.md	tier-2-script-doc	982	198	11	0
scripts/test-cache-root-validation.md	tier-2-script-doc	629	144	11	0
scripts/test-capture-session-transcript.md	tier-2-script-doc	484	99	9	0
scripts/test-check-bump-version.md	tier-2-script-doc	740	183	3	0
scripts/test-check-clean-tree.md	tier-2-script-doc	1085	272	26	3
scripts/test-check-generators.md	tier-2-script-doc	419	86	3	0
scripts/test-check-mid-run-dirty-tree.md	tier-2-script-doc	920	210	15	0
scripts/test-check-phantom-dirty.md	tier-2-script-doc	524	119	18	1
scripts/test-check-reviewers.md	tier-2-script-doc	767	179	22	4
scripts/test-check-topology-rule-paths.md	tier-2-script-doc	691	155	3	0
scripts/test-ci-rerun-failed.md	tier-2-script-doc	160	44	3	0
scripts/test-ci-status.md	tier-2-script-doc	319	75	3	0
scripts/test-ci-wait-exit-trap.md	tier-2-script-doc	4581	1170	64	7
scripts/test-ci-wait.md	tier-2-script-doc	502	124	15	2
scripts/test-cleanup-tmpdir.md	tier-2-script-doc	759	173	5	0
scripts/test-collect-agent-bash32.md	tier-2-script-doc	2454	574	3	0
scripts/test-collect-agent-results.md	tier-2-script-doc	1472	353	30	0
scripts/test-collect-agent-retry.md	tier-2-script-doc	1632	351	7	0
scripts/test-compose-architecture-sketch.md	tier-2-script-doc	172	39	4	0
scripts/test-compose-collector-failure-log.md	tier-2-script-doc	1109	259	27	0
scripts/test-compose-plan-goals-test.md	tier-2-script-doc	629	139	17	0
scripts/test-compose-pr-summary.md	tier-2-script-doc	145	33	4	0
scripts/test-compose-review-findings.md	tier-2-script-doc	287	56	7	0
scripts/test-create-pr.md	tier-2-script-doc	464	107	3	0
scripts/test-deny-edit-write.md	tier-2-script-doc	615	155	3	0
scripts/test-design-structure.md	tier-2-script-doc	1430	346	3	0
scripts/test-dispatch-code-voters.md	tier-2-script-doc	1249	301	23	3
scripts/test-dispatch-plan-voters.md	tier-2-script-doc	986	223	11	0
scripts/test-dispatch-with-waterfall.md	tier-2-script-doc	177	39	3	0
scripts/test-drop-bump-commit.md	tier-2-script-doc	709	152	3	0
scripts/test-effort-prose.md	tier-2-script-doc	920	188	9	0
scripts/test-eval-research-baseline-flag.md	tier-2-script-doc	4211	1084	41	5
scripts/test-eval-set-structure.md	tier-2-script-doc	5572	1345	54	6
scripts/test-external-tool-registry.md	tier-2-script-doc	1226	281	21	4
scripts/test-false-positive-keywords.md	tier-2-script-doc	526	109	3	0
scripts/test-finalize-sanity-check.md	tier-2-script-doc	764	154	13	0
scripts/test-generate-topology-docs.md	tier-2-script-doc	825	172	7	0
scripts/test-get-issue-context.md	tier-2-script-doc	235	48	3	0
scripts/test-gh-pr-body-update.md	tier-2-script-doc	212	52	3	0
scripts/test-github-remote-repo.md	tier-2-script-doc	311	67	3	0
scripts/test-harness-shards-coverage.md	tier-2-script-doc	5299	1208	52	6
scripts/test-hook-block-skill-relevant-checks.md	tier-2-script-doc	1191	281	9	0
scripts/test-implement-anti-halt.md	tier-2-script-doc	2316	579	7	0
scripts/test-implement-anti-polling-rule.md	tier-2-script-doc	1884	456	35	5
scripts/test-implement-cleanup-roundtrip.md	tier-2-script-doc	2151	529	32	5
scripts/test-implement-finalize.md	tier-2-script-doc	1523	313	3	0
scripts/test-implement-fork-env.md	tier-2-script-doc	295	67	3	0
scripts/test-implement-post-design-boundary.md	tier-2-script-doc	3990	937	21	0
scripts/test-implement-rebase-macro.md	tier-2-script-doc	2070	530	3	0
scripts/test-implement-step2-routing.md	tier-2-script-doc	445	108	10	0
scripts/test-implement-structure.md	tier-2-script-doc	621	132	13	0
scripts/test-implement-timing-rehydration.md	tier-2-script-doc	2636	637	22	3
scripts/test-keepalive-sentinel.md	tier-2-script-doc	562	128	10	0
scripts/test-larch-log-write-round.md	tier-2-script-doc	852	205	23	0
scripts/test-larch-log.md	tier-2-script-doc	664	147	12	0
scripts/test-larch-logs-batches.md	tier-2-script-doc	537	125	12	0
scripts/test-larch-logs-manifest.md	tier-2-script-doc	304	70	7	0
scripts/test-launch-claude-subprocess.md	tier-2-script-doc	665	151	9	0
scripts/test-launch-codex-ci.md	tier-2-script-doc	583	137	18	0
scripts/test-launch-cursor-ci.md	tier-2-script-doc	588	132	18	0
scripts/test-launch-review.md	tier-2-script-doc	1285	281	29	3
scripts/test-lib-cursor-auth.md	tier-2-script-doc	2102	515	24	3
scripts/test-lib-quiet.md	tier-2-script-doc	647	149	12	0
scripts/test-lib-vote-tally.md	tier-2-script-doc	1131	304	24	3
scripts/test-lint-fix-loop.md	tier-2-script-doc	804	178	17	0
scripts/test-lint-literal-counts.md	tier-2-script-doc	1837	437	3	0
scripts/test-lint-no-raw-stderr-after-quiet-init.md	tier-2-script-doc	654	176	13	0
scripts/test-lint-skill-invocations.md	tier-2-script-doc	634	153	3	0
scripts/test-local-cleanup.md	tier-2-script-doc	363	82	9	0
scripts/test-merge-pr.md	tier-2-script-doc	4613	1142	70	4
scripts/test-mermaid-fragments.md	tier-2-script-doc	1014	240	20	0
scripts/test-orchestrator-scope-sync.md	tier-2-script-doc	1016	253	3	0
scripts/test-parse-args.md	tier-2-script-doc	1170	269	18	3
scripts/test-pipe-sigpipe-safety.md	tier-2-script-doc	1268	333	18	0
scripts/test-post-scaffold-hints.md	tier-2-script-doc	990	216	3	0
scripts/test-preflight-args.md	tier-2-script-doc	382	84	3	0
scripts/test-prepare-description.md	tier-2-script-doc	785	175	3	0
scripts/test-quick-mode-docs-sync.md	tier-2-script-doc	12323	2818	116	7
scripts/test-rebase-push-keep-on-conflict.md	tier-2-script-doc	881	216	3	0
scripts/test-redact-secrets.md	tier-2-script-doc	385	92	3	0
scripts/test-redact-tmpdir-paths.md	tier-2-script-doc	456	99	5	0
scripts/test-references-headers.md	tier-2-script-doc	6540	1545	25	0
scripts/test-refresh-run-logs.md	tier-2-script-doc	634	164	17	2
scripts/test-relevant-checks-byte-budget.md	tier-2-script-doc	882	197	9	0
scripts/test-relevant-checks-helper-failure.md	tier-2-script-doc	788	171	9	0
scripts/test-relevant-checks-validation.md	tier-2-script-doc	944	207	9	0
scripts/test-render-lane-status.md	tier-2-script-doc	3729	912	51	5
scripts/test-render-reviewer-prompt.md	tier-2-script-doc	2545	556	28	5
scripts/test-render-specialist-prompt.md	tier-2-script-doc	1461	330	21	0
scripts/test-research-structure.md	tier-2-script-doc	2192	546	46	3
scripts/test-resolve-repo.md	tier-2-script-doc	529	129	9	0
scripts/test-restore-finalize-state.md	tier-2-script-doc	256	57	3	0
scripts/test-review-relevant-checks-helper.md	tier-2-script-doc	828	196	9	0
scripts/test-review-structure.md	tier-2-script-doc	1327	303	9	0
scripts/test-round-trip-detect.md	tier-2-script-doc	275	61	3	0
scripts/test-run-external-agent-args.md	tier-2-script-doc	1365	310	23	0
scripts/test-run-external-agent.md	tier-2-script-doc	1832	440	22	3
scripts/test-run-step1-plan-log.md	tier-2-script-doc	600	147	17	0
scripts/test-run-step5-review.md	tier-2-script-doc	621	153	17	0
scripts/test-scrub-submodule-paths.md	tier-2-script-doc	417	92	7	0
scripts/test-session-entry-gate.md	tier-2-script-doc	1407	319	18	0
scripts/test-session-env-roundtrip.md	tier-2-script-doc	2089	515	45	4
scripts/test-session-setup-presence-defaults.md	tier-2-script-doc	331	73	5	0
scripts/test-session-setup-repo-fallback.md	tier-2-script-doc	1230	272	19	3
scripts/test-sessionstart-health.md	tier-2-script-doc	422	97	7	0
scripts/test-ship-pr.md	tier-2-script-doc	1574	404	25	0
scripts/test-subskill-anchors.md	tier-2-script-doc	1419	330	3	0
scripts/test-timing-ledger.md	tier-2-script-doc	360	74	3	0
scripts/test-timing-report.md	tier-2-script-doc	347	68	3	0
scripts/test-token-claude-source.md	tier-2-script-doc	1412	322	13	0
scripts/test-token-ledger.md	tier-2-script-doc	628	141	9	0
scripts/test-token-report.md	tier-2-script-doc	4137	938	19	0
scripts/test-token-tally.md	tier-2-script-doc	4938	1295	50	4
scripts/test-token-vendor-scrapers.md	tier-2-script-doc	1681	352	11	0
scripts/test-tracking-issue-read-sentinel.md	tier-2-script-doc	6058	1287	61	7
scripts/test-tracking-issue-summary.md	tier-2-script-doc	258	52	6	0
scripts/test-tracking-issue-write.md	tier-2-script-doc	260	53	5	0
scripts/test-validate-research-output.md	tier-2-script-doc	756	162	3	0
scripts/test-verify-skill-called.md	tier-2-script-doc	753	184	3	0
scripts/test-wait-for-reviewers.md	tier-2-script-doc	2897	690	17	0
scripts/test-write-run-params.md	tier-2-script-doc	926	224	19	3
scripts/test-write-tally.md	tier-2-script-doc	292	75	13	0
scripts/timing-ledger.md	tier-2-script-doc	3064	734	37	0
scripts/timing-report.md	tier-2-script-doc	2571	606	28	0
scripts/token-claude-source.md	tier-2-script-doc	1629	350	36	4
scripts/token-ledger.md	tier-2-script-doc	3267	782	47	6
scripts/token-report.md	tier-2-script-doc	10314	2263	71	7
scripts/token-tally.md	tier-2-script-doc	5954	1497	74	5
scripts/tracking-issue-read.md	tier-2-script-doc	11923	2895	161	14
scripts/tracking-issue-summary.md	tier-2-script-doc	621	132	17	0
scripts/tracking-issue-write.md	tier-2-script-doc	1890	484	57	3
scripts/validate-research-output.md	tier-2-script-doc	12669	3275	77	2
scripts/verify-main.md	tier-2-script-doc	789	189	3	0
scripts/verify-skill-called.md	tier-2-script-doc	2733	653	5	0
scripts/wait-for-reviewers.md	tier-2-script-doc	4827	1173	48	7
scripts/write-run-params.md	tier-2-script-doc	1898	471	31	4
scripts/write-session-env.md	tier-2-script-doc	2702	644	40	3
scripts/write-session-id.md	tier-2-script-doc	1399	314	21	4
scripts/write-tally.md	tier-2-script-doc	2709	692	72	0
skills/shared/dialectic-protocol.md	tier-2-shared-reference	26179	6344	318	16
skills/shared/external-reviewers.md	tier-2-shared-reference	7716	1793	87	5
skills/shared/focus-area-prompt.md	tier-2-shared-reference	919	217	9	1
skills/shared/mermaid-safe-content.md	tier-2-shared-reference	2310	532	35	7
skills/shared/orchestrator-never.md	tier-2-shared-reference	923	209	5	0
skills/shared/progress-reporting.md	tier-2-shared-reference	11295	2889	192	6
skills/shared/reviewer-templates.md	tier-2-shared-reference	40983	8906	489	33
skills/shared/scripts/ballot-parse.md	tier-2-shared-reference	639	148	11	0
skills/shared/scripts/oos-serialize.md	tier-2-shared-reference	639	142	11	0
skills/shared/scripts/scoreboard.md	tier-2-shared-reference	401	90	9	0
skills/shared/scripts/tally-vote.md	tier-2-shared-reference	535	143	11	0
skills/shared/scripts/test-ballot-parse.md	tier-2-shared-reference	291	65	7	0
skills/shared/scripts/test-oos-serialize.md	tier-2-shared-reference	262	60	7	0
skills/shared/scripts/test-scoreboard.md	tier-2-shared-reference	261	51	7	0
skills/shared/scripts/test-tally-vote.md	tier-2-shared-reference	247	61	7	0
skills/shared/skill-design-principles.md	tier-2-shared-reference	12486	2768	123	11
skills/shared/subskill-invocation.md	tier-2-shared-reference	27978	6463	257	13
skills/shared/voting-protocol.md	tier-2-shared-reference	22697	5624	280	12
skills/design/references/dialectic-debate.md	tier-2-skill-reference	7556	1745	82	0
skills/design/references/dialectic-execution.md	tier-2-skill-reference	22862	5360	194	6
skills/design/references/discussion-rounds.md	tier-2-skill-reference	8425	1848	129	13
skills/design/references/flags.md	tier-2-skill-reference	7452	1784	21	0
skills/design/references/heavy-worker.digest.md	tier-2-skill-reference	2627	657	32	4
skills/design/references/heavy-worker.md	tier-2-skill-reference	12125	2895	131	6
skills/design/references/plan-review-quick.md	tier-2-skill-reference	3925	923	62	4
skills/design/references/plan-review.md	tier-2-skill-reference	20408	4812	168	8
skills/design/references/sketch-launch.md	tier-2-skill-reference	8291	2108	112	3
skills/design/references/sketch-prompts.md	tier-2-skill-reference	4502	1005	19	0
skills/fix-issue/references/non-pr-execution.md	tier-2-skill-reference	3581	813	29	1
skills/fix-issue/references/triage-classification.digest.md	tier-2-skill-reference	2705	615	36	2
skills/fix-issue/references/triage-classification.md	tier-2-skill-reference	7529	1704	62	2
skills/implement/references/bump-verification.digest.md	tier-2-skill-reference	2224	571	26	2
skills/implement/references/bump-verification.md	tier-2-skill-reference	11366	2895	70	3
skills/implement/references/codex-manifest-schema.digest.md	tier-2-skill-reference	2185	590	33	3
skills/implement/references/codex-manifest-schema.md	tier-2-skill-reference	11917	2880	148	8
skills/implement/references/conflict-resolution.md	tier-2-skill-reference	17972	4327	115	4
skills/implement/references/pr-body-template.md	tier-2-skill-reference	3919	923	49	3
skills/implement/references/rebase-rebump-subprocedure.md	tier-2-skill-reference	32881	8394	176	3
skills/implement/references/summary-comment-template.md	tier-2-skill-reference	828	224	20	0
skills/research/references/citation-validation-phase.md	tier-2-skill-reference	14272	3545	154	13
skills/research/references/critique-loop-phase.md	tier-2-skill-reference	10678	2736	161	7
skills/research/references/eval-set.md	tier-2-skill-reference	13918	3197	150	1
skills/research/references/research-phase.md	tier-2-skill-reference	23343	5740	267	5
skills/research/references/validation-phase.md	tier-2-skill-reference	19771	4719	252	9
skills/review/references/domain-rules.md	tier-2-skill-reference	2698	595	24	2
skills/review/references/heavy-worker.md	tier-2-skill-reference	7662	1835	96	7
docs/agents.md	tier-3-doc	8232	1764	104	6
